smiles,DM,FHM,LP,PKs,RT,SHM,TP,group
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,1,,1,,1,,,training
CCCCCCCCC=CCCCOC(C)=O,,,0,,0,,,training
COC(=O)CCCCCCCCCCCC(=O)OC,,,,,,,1,training
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1,1,1,,1,,,training
CCCCCCCC(C)=O,,0,,,,,1,training
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0,,0,,,test
N#Cc1ccc([N+](=O)[O-])cc1,0,,,,,,1,valid
C=CC(=O)OC,1,,,1,,,1,training
CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,,1,1,,1,1,,training
CN1CCC[C@H]1c1cccnc1,,,1,,1,,,training
O=C(Oc1cccc(O)c1)c1ccccc1,,,,,,,1,training
CCCCC#N,,,,,,,0,training
CCCCOC(=O)CCC,,0,,,,,1,training
CC(=O)OC1CC(C)OC(C)O1,,,,,0,,,training
CC=C1CC2C=CC1C2,1,,,1,,,,training
CCCCCCCCCCCCCCCCCCCCCC,,,0,,,0,,test
Cc1c(C)c(O)c(C)c(C)c1O,,,,,,,1,valid
CS(=O)(=O)c1ccc(C(=O)C2=C(Sc3ccccc3)C3CCC(C3)C2=O)c(Cl)c1,1,,,,,,,training
C=CC1(C)C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,,,,,1,,,training
O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,0,,,,,,,training
C=C(Br)c1ccccc1,1,,,,,,,training
CN(C)Cc1ccccc1,0,0,,,,,1,training
N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,,,,,0,,,training
COC(=O)C1=CCC(C(C)CC(=O)CC(C)C)CC1,,,,,1,,,training
Cc1ccc(C)c(N)c1,0,,,,,,1,training
C=CSc1ccccc1,,,,,,,1,test
CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O,,0,,,,,,valid
C1CC2CCC1C2,0,,,,,,,training
O=C(Cc1ccccc1)c1ccc(O)cc1,,,,,,,1,training
CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,,,,,,,training
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,1,1,,,1,,,training
CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1,,,,,,,training
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,1,1,1,,1,1,,training
CCOc1nc(C(Cl)(Cl)Cl)ns1,1,,,,1,1,,training
CC1CCCCC1NC(=O)Nc1ccccc1,0,,,,1,0,,training
CCCCCCCCC1OC1CCCCCCCC(=O)O,,,,,1,,,test
CNCCCc1nc2ccccc2[nH]1,0,,,,,,,valid
CCCC/C=C\CCCCCCCCOC(C)=O,,,,,1,,,training
CC1=CC(=O)CC1,,,,,,,0,training
CCOP(=O)(O)C(N)=O,,0,0,,0,0,,training
CCCCCCCCCl,1,,,,,,,training
Oc1ccc2ccccc2c1,1,1,,0,,,,training
N#Cc1cccc([N+](=O)[O-])c1,0,0,,,,,1,training
Cc1cc(O)cc(C)c1Cl,0,,1,,1,,1,training
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0,,,,,,,training
O=Cc1cccnc1,,0,,,,,,test
Cc1ccccc1C=O,,,,,,,1,valid
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,1,,,0,0,,,training
O=c1c2ccccc2oc2ccccc12,,0,,,,,,training
CCC=CCCC=CC=O,,,,,,,1,training
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,1,,,,,,,training
CN1CCCC1c1cccnc1,1,,,,,,,training
NCCCCCO,,,,,,,0,training
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,1,,1,,1,,,training
CCCCCOC=O,,,,,,,0,training
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,1,1,1,,,1,,test
OCc1c(F)c(F)c(F)c(F)c1F,,,,,,,1,valid
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,1,1,0,,,,training
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,,,0,,0,0,,training
COc1nn(CSP(=S)(OC)OC)c(=O)s1,1,,1,,1,1,,training
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,1,,,,,,training
Nc1c(Br)cccc1Br,,,,,,,1,training
COC(=O)C1C(C(=O)OC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,,1,1,,1,,,training
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,,,1,,1,,,training
NC(=O)N1c2ccccc2C=Cc2ccccc21,0,,,,0,,,training
Oc1cccnc1Cl,,0,,,,,,test
Nc1cc([N+](=O)[O-])ccc1Cl,,,,,,,1,valid
CCCCC(Br)C(=O)OCC,,,,,,,1,training
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,,,0,,1,0,,training
CCCCN,,0,0,,,,0,training
CC(=O)c1ccncc1,,0,,,,,,training
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,,,0,,,,,training
O=C(O)CCCCCl,,,,,,,1,training
C=C1C(C)(C)[C@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,,,1,,,,,training
O=C(O)CCCCCCCCC(=O)O,,,,,,,1,training
CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,1,,1,,,,,test
Cc1ccccc1C(OCCN(C)C)c1ccccc1,0,,,,,,,valid
CC(=O)c1ccccc1Cl,0,,,,,,,training
Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,,,0,,0,0,,training
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1,,,,,,,training
ClC1CCCCC1Cl,,0,,,,,,training
OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,1,,1,,1,0,,training
N#CCCC(Br)(C#N)CBr,,,1,,1,1,,training
CCCc1cc(=O)[nH]c(=S)[nH]1,0,,,,,,,training
O=c1c(C2CC(c3ccc(OCc4ccc(C(F)(F)F)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,,,,,1,,,training
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1,,,,1,,,test
CCOC(=O)C(CC)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],,,1,,,,,valid
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,,0,,,,,,training
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,,1,1,,,,,training
CC(C)(C)CO,,,,,,,0,training
COC(=O)CCCCBr,,,,,,,1,training
CC=CC=CC=O,,,,,,,1,training
CCCCCO,0,0,0,,0,,0,training
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,,,1,,1,,,training
C[C@@H](Oc1cccc(Cl)c1)C(=O)O,,,,,0,,,training
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,1,,,,,,,test
CC1(C)C2CCC1(C)C(O)C2,,0,,,,,,valid
O=C(O)Cn1cncn1,,,,,0,,,training
C=CCCO,,,,,,,0,training
Nc1ccn(C2CCC(CO)O2)c(=O)n1,0,,,,,,,training
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,,1,,,,,,training
COP(=O)(NC(C)=O)SC,0,0,0,,0,0,,training
CCOC(=O)C(Cl)(Cl)Cl,0,,,1,,,,training
Cc1ccc2ccccc2c1C,1,,,1,,,,training
CCCc1ccccc1N,,,,,,,1,training
C=CS(=O)(=O)c1ccccc1,,,,,,,1,test
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1c(Br)ccc(Br)c1C3=O,,0,,,,,,valid
NC(=O)c1cc(Cl)ccc1O,,,,,,,1,training
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1,1,,,1,,,training
CCCCCBr,,,,,,,1,training
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0,,,,,,,training
Cc1cc(C)cc(N=C=S)c1,,,,,,,1,training
CCOc1ccc(N=Nc2ccc(/C=C/c3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc1,,0,,,,,,training
CC(C)(O)C#CC(C)(C)O,,,,,,,0,training
COC(C)=O,0,0,,,,,0,training
CCC#CCO,,,,,,,0,test
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,,1,,,,,1,valid
c1ccc2ccccc2c1,,1,1,,1,,,training
Oc1ccc(O)c(O)c1,,,,,,,1,training
CC(C)(O)Cc1ccccc1,,,,,,,1,training
CNC(=O)Oc1cccc2ccccc12,1,1,,,,1,,training
OCCCO,0,,,,,,,training
Oc1ccc(OCc2ccccc2)cc1,,,,,,,1,training
Cc1ccc(N)c(Cl)c1,,0,,,,,1,training
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,0,,,,,,,training
CCS,1,,,1,,,,test
COc1cccc(C#N)c1,,,,,,,1,valid
CC(=O)c1cc(C)c(C)cc1O,,,,,,,1,training
CC(Cl)Cl,0,,,,,,,training
CC=CC=CCCCCCCCO,1,,,,,,,training
CCCCCCCC(=O)O,0,,,,,,1,training
CCC(Nc1ncnc(C)c1Cl)c1ccc(OC(F)F)cc1,1,,,,1,,,training
COC(=O)c1ccc(C(=O)OC)c(N)c1,,1,,,,,,training
C#CC(O)C(C)CCC,,,,,,,1,training
Nc1nc[nH]n1,,0,,,,,,training
N#CC(Cl)Cl,,,,,,,1,test
CCC(C)=NO,0,0,,1,,,0,valid
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,1,,,,,,,training
CCOP(=O)(OCC)OP(=O)(OCC)OCC,,1,1,,1,,,training
CCOC(=O)C(Br)C(C)C,,,,,,,1,training
C1=CCCC=CCC1,1,,,,,,,training
CC(O)(P(=O)(O)O)P(=O)(O)O,0,,,,,,,training
CC(=O)OC(C)(C)C,0,0,,,,,,training
C=C(C=O)CC,,,,,,,1,training
CCOP(=S)(OCC)SCC(=O)NC(C)C,,,,,0,,,training
Cc1cccc(N)c1,1,,,,,,1,test
CCc1ccccc1O,,,,,,,1,valid
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,1,,1,,1,1,,training
Oc1c(F)c(F)cc(F)c1F,,,,,,,1,training
C[N+](C)(C)CCCl,0,0,0,,0,,,training
CC(C)CC(N)CO,,,,,,,0,training
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,0,,,,,,,training
N#Cc1cccc2ccccc12,,,,,,,1,training
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,1,,,,,,,training
CC(C)C(O)C(C)C,,0,,,,,0,training
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,,0,,,,,,test
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,1,0,,,,,,valid
C[N+](C)(C)c1ccccc1,1,0,,,,,,training
O=C1C[C@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@@H]3C[C@H]46,,,1,,1,,,training
C1CO1,0,0,,,,,,training
ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,,,1,,,,,training
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,,,,,1,,,training
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,1,,,,1,,,training
OC1C[P-](O)C[P+](O)C[P+](O)CO1,,0,,,,,,training
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1,1,1,0,1,,,training
Oc1ccc(Cl)cn1,,0,,,,,,test
N#C[S-],0,,,,,,,valid
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,1,,1,,,training
NCCc1ccc(Cl)cc1,,,,,,,1,training
OCCCc1cccnc1,,0,,,,,,training
O=C1OC(=O)c2ccccc21,0,,,1,,,,training
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,,,1,,,,,training
CC[NH+](CC)CCOCc1ccc(C)cc1,1,,,,1,,,training
N#CCON=C(C#N)c1ccccc1,,,,,1,,,training
C#CC(O)C(C)C,,,,,,,1,training
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4c(O)ccc(N=Nc5cc(S(=O)(=O)O)ccc5O)c4O)cc3)cc2)ccc1O,,0,,,,,,test
CCC(Br)C(Br)CC,,,,,,,1,valid
N#Cc1ccc(Br)cc1,,,,,,,1,training
O=C(O)CCCCl,,,,,,,0,training
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,1,,,,1,,,training
CC=CC(C)=O,,,,,,,1,training
Nc1ccccc1C(=O)c1ccc(Cl)cc1,,1,,,,,,training
CCC#CCCO,,,,,,,0,training
CN(C)c1ccccc1,0,0,,,,,,training
O=C1C(=O)c2ccccc2-c2ccccc21,0,,,,,,,training
CC(C)(C)C(=O)CBr,,,,,,,1,test
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC,1,,,,,,,valid
CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,1,,1,,,,,training
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0,0,0,,0,,,training
Nc1ccc(Br)cn1,,0,,,,,,training
CCCC(C)O,,,,,,,0,training
ClC1=C(Cl)C2(Cl)C3COCC3C1(Cl)C2(Cl)Cl,1,,,,,,,training
CCSC(=O)COc1ccc(Cl)cc1C,1,,,,1,,,training
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,1,1,,,1,,,training
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,1,,,,,,,training
CCCCCCCC=O,,,,,,,1,test
CCCCCCC(C)N,,1,,,,,,valid
O=C1[C@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,,,,,1,,,training
Cc1nnc(-c2ccccc2)c(=O)n1N,1,,,,0,,,training
CN(C)C(N)=S,0,,,,,,,training
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1,,,,1,,,training
CCOC(=O)CCCCCC(=O)OCC,,,,,,,1,training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,1,,,,,,,training
NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,0,,,,,,,training
Cc1ccc(N)cc1C,1,,,1,,,1,training
CCCCCC#CCO,,,,,,,1,test
CCCCN=C=S,1,,,,,,1,valid
COc1ccc(N)c([N+](=O)[O-])c1,1,,,,,,,training
NCCCCc1ccccc1,,,,,,,1,training
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],1,,,1,,,,training
CCCCOc1ccccc1,1,1,,,,,,training
CCc1cccc(CC)c1,,1,,,,,,training
C=C(C)C(=O)OCc1ccccc1,,1,,,,,1,training
O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1,0,,,,,,,training
O=CC(=O)O,0,,,1,,,,training
c1cc2ccc3cccc4ccc(c1)c2c34,1,,,,1,,,test
CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O,0,,,,,,,valid
c1cc2c3c(cccc3c1)CC2,1,1,1,0,1,1,,training
CNC(=O)Oc1cc(C)c(C)c(C)c1,,,0,,1,,,training
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,,,1,,1,,,training
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[C@H]2[C@H](O)[C@@H](O)[C@@H](OC(C(=O)O)C(O)C(OP(=O)(O)O)C(O)C(=O)O)O[C@@H]2CO)[C@@H](O)[C@H]1O,,,0,,0,,,training
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,,,1,,1,,,training
CC1(C)C(C=C(Cl)Cl)C1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,,,,,1,,,training
CCS(=O)(=O)c1ccccc1,,,,,,,0,training
CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,,,1,,1,,,training
COCC(=O)Nc1c(C)cccc1C,,,,,0,,,test
CC(N)c1ccccc1,,,,,,,1,valid
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,,1,,,,,,training
CCOP(=S)(OCC)SCSCC,1,1,1,,1,1,,training
C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,,,1,,1,1,,training
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,,1,,,,,,training
C=C(C)C(=O)OCC(F)(F)F,0,,,,,,,training
Cc1ccc(NS(=O)(=O)N(C)C)cc1,0,,,,0,,,training
O=C(O)c1ncc(C(F)(F)F)cc1Cl,,,,,0,,,training
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,,0,,,,,,training
CC#CCOC(C)=O,,,,,,,0,test
CCC,,,1,,1,,,valid
Cc1cocn1,,0,,,,,,training
CCCCC1CCC(=O)O1,,,,,,,1,training
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,1,,0,,0,,,training
CC=C[C@@H]1[C@@H](C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,,,,,1,,,training
Nc1nnn[nH]1,0,,,,,,,training
c1ccc(NNc2ccccc2)cc1,1,,1,0,,,,training
CCN(CC)CCO,0,0,,,,,0,training
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)N[C@]12CC[C@@H](OC)CC2,,,1,,1,1,,training
O=C(O)CCCCCBr,,,,,,,1,test
C=CCOC(=O)c1ccccc1C(=O)OCC=C,0,,,1,,,,valid
[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],,0,,,,,,training
CC(C)COC(=S)S,,,,,0,,,training
COCCCN,,,,,,,0,training
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,,,1,,1,,,training
Cc1[nH]n(C)c(=O)c1C(=O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O,0,,,,,,,training
O=Cc1ccc(O)cc1O,,0,,,,,1,training
OC(c1ccccc1)(c1ccccc1)C(O)(c1ccccc1)c1ccccc1,1,,,,,,,training
O=C(O)Cc1cccc2ccccc12,0,,0,,0,,,training
CCCCCCCCCCCCCOCCO,,,1,,,,,test
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,,,,0,,,,valid
N#CN,0,,,,,,,training
ClCCCCCl,,0,,,,,,training
CCCCCCCCO,0,0,1,,1,,1,training
CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,,,1,,,,,training
CC(C)(CO)CBr,,,,,,,1,training
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,,,,,,,0,training
NC(=O)c1ccc(N)cc1,,,,,,,0,training
C#CCC(O)CC,,,,,,,0,training
COP(=O)(O)OC,,0,,,,,,test
Oc1ccccc1O,1,1,,,1,,1,valid
CC/C(C)=N/O,,0,,,,,,training
NC(=O)c1ccccc1[N+](=O)[O-],,,,,,,0,training
CCCC(C)C=O,0,0,,,,,1,training
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0,0,0,,0,,,training
Cc1ccc([N+](=O)[O-])c(N)c1[N+](=O)[O-],0,0,,,,,,training
CCNc1nc(Cl)nc(NC(C)C)n1,0,1,1,,1,1,,training
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1,,,,,,,training
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,,,0,,,,,training
C1CCC2CCCCC2C1,1,,,,,,,test
CN(C)C(=O)Nc1ccc(Cl)cc1,,,0,,,,,valid
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,,,,,0,,,training
Clc1cccc(-c2ccccc2)c1,1,1,1,,1,,,training
CCCCCCCCc1c(CC)nc2ncnn2c1N,,,,,1,,,training
O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,,,,,1,,,training
CN(C)CCCN,0,,,,,,,training
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,,,,,1,,,training
Cc1ccc(-c2ccccc2)cc1,,,,,,,1,training
NC(=S)c1ccccc1,,,,,,,1,training
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,,,,,1,,,test
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,1,,,,,,,valid
O=[N+]([O-])c1cccc(Cl)c1,0,0,1,,,,1,training
CC(N)CN,,0,,,,,,training
COC(=O)NS(=O)(=O)c1ccc(N)cc1,,,0,,0,,,training
NC(=O)c1ccc(O)cc1,,,,,,,0,training
O=C(O)CCCOc1ccc(Cl)cc1Cl,0,0,1,,1,,,training
O=c1ccc(Cl)c[nH]1,,0,,,,,,training
O=C([O-])CCC(=O)[O-],,,,,,,0,training
C=C(Cl)C#N,1,,,,,,,training
O=c1c2ccccc2ccc2ccccc12,,,,0,,,,test
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,1,1,1,,1,0,,valid
ClCCCCCCl,,0,,,,,,training
COC=C(C(=O)OC)c1ccccc1COc1cc(C(F)(F)F)nc(OC(C)C)n1,1,,,,,,,training
CCCCCOc1ccc(N)cc1,,,,,,,1,training
CSCCCCCCSC,,0,,,,,,training
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,,,,,,,1,training
CCCOC(=O)NCCCN(C)C,0,,0,,0,0,,training
CCOC(=O)Cc1cccc2ccccc12,,,1,,0,,,training
C=C1C[C@]23C[C@@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,,,,,0,,,training
O=C(O)c1ccccc1C(F)(F)F,,,,,0,,,test
Cc1ccc2ccccc2c1,1,0,,0,1,,,valid
Oc1ccc(O)c(Cl)c1,,,,,,,1,training
Oc1cccc(Nc2ccccc2)c1,,,,,,,1,training
Oc1c(Cl)cc(Br)cc1Cl,,,,,,,1,training
Cc1ccc(CO)cc1,,,,,,,1,training
CCCC(C)C,1,,,,,,,training
CCCOc1nn(C(=O)NS(=O)(=O)c2ccccc2C(=O)OC)c(=O)n1C,0,,0,,0,0,,training
Oc1c(Br)cc(Br)cc1Br,1,1,,0,,,1,training
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,,1,1,,,,,training
Cc1ccc(C(C)C)cc1,,,0,1,,0,,test
Cc1cc(N=Nc2ccc(C)c(N=Nc3cc(C)c(N)cc3N)c2)c(N)cc1N,,1,,,,,,valid
CC(C)c1cccc(C(C)C)c1N,,0,,,,,1,training
C=CCC(C)C=C(C)C=O,,,,,,,1,training
CN(C)c1ccc(/N=N/S(=O)(=O)O)cc1,,,,,0,,,training
Cc1cccc(O)c1C,,,,,,,1,training
CC(C)Br,0,,,,,,,training
C=CCC1(C(C)CCC)C(=O)N=C([O-])NC1=O,,0,,,,,,training
CC#N,0,0,,,,,0,training
N#Cc1cccc(C=O)c1,,,,,,,1,training
O=Cc1cc(Br)ccc1Br,1,,,,,,,test
O=C(c1ccccc1O)c1ccccc1O,,,,,,,1,valid
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,,,,,,,training
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,,1,0,1,1,,training
CCCCCCC(Br)C(=O)O,,,,,,,1,training
CCCS,1,,,,,,,training
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,1,1,1,,1,,,training
CCCCCCCCCC[N+](C)(C)CCCCCCC(C)C,,,1,,1,,,training
CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,1,,,,,,,training
COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,,,0,,,training
C=CC(=O)OC1CCCCC1,,1,,,,,1,test
CCCCCCCCCC(C)(C)S,1,,,,,,,valid
O=Cc1ccccc1F,,,,,,,1,training
CCCC(N)CO,,,,,,,0,training
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2cc(I)ccc2C(=O)O)n1,,,0,,,,,training
CNC(=O)CSP(=S)(OC)OC,1,,1,,1,0,,training
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-],1,,,,,,,training
Fc1ccc(Br)cc1F,1,,,1,,,,training
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CO/N=C(/c2ccc(Cl)cc2)C2CC2)cc1,,,,,0,,,training
Cn1nc(-c2cc(OCC(=O)O)c(Cl)cc2F)c(Cl)c1OC(F)F,1,,0,,,,,training
Cc1cc(C)cc(N)c1,1,,,1,,,1,test
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,0,,0,,,,,valid
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,1,,,,1,,,training
Cc1ccccc1Cl,1,,,1,,,,training
CC(N)=CC#N,0,,,,,,,training
CC1OC(C)OC(C)OC(C)O1,0,,0,,1,,,training
C1CSCCS1,,,,,,,1,training
C=CC[N+](C)(C)CC=C,,1,,,1,,,training
O=C1CCCCCO1,,,,,,,0,training
CCCCCCCCCCS,1,,,,,,,training
CCCCC(CC)COC(=O)[C@@H](C)Oc1ccc(Cl)cc1Cl,,,1,,1,,,test
CC(=O)C(Cl)C(C)=O,,,,,,,1,valid
CCSC(=O)N(CC(C)C)CC(C)C,,,1,,1,1,,training
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,1,1,,,,,,training
CC(=O)c1ccc(Cl)cc1Cl,,0,,,,,,training
O=CC=O,0,0,,,,,,training
Cc1ccc(C)cc1,1,1,,1,1,,1,training
Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,0,,,,,,training
O=C(O)/C=C/Cl,,,,,0,,,training
CCOc1ccc(O)cc1,,,,,,,1,training
Clc1cccc(Cl)c1Cl,1,,,0,,,,test
ClC1C2(Cl)C=CC1(Cl)C(Cl)(Cl)C2(Cl)Cl,,1,,,,,,valid
COc1cc(C(C)=O)ccc1O,,,,,,,1,training
COCC(C)O,0,,,,,,,training
CCNC(=O)C(C)OC(=O)Nc1ccccc1,0,,,,,,,training
N#CCc1ccccc1,,,,,,,1,training
CCCCCCCCCCCCN1C[C@@H](C)O[C@H](C)C1,,,,,1,,,training
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,1,1,1,,1,1,,training
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,,,,,,,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0,,,,,,,training
O=C(O)Cc1ccc(O)cc1,,,,,,,0,test
