smiles,DM,FHM,LP,PKs,RT,SHM,TP,group
CC(CCl)[N+](=O)[O-],,,1,,1,,,training
CCOC(=O)C(Br)CC,,,,,,,1,training
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1,,,,,,,training
CC=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,,,1,,,,,test
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,0,,0,,0,0,,valid
O=C(C=Cc1ccccc1)c1ccccc1,,,,,,,1,training
O=[N+]([O-])C=C1NCCCS1,0,,,,,,,training
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,,,,,0,,,training
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1,,0,,,,,,training
CCCCCCOC=O,,,,,,,1,training
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,,,,1,,,,training
CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,1,,,,,,,training
NC(=O)c1cccc(Br)c1,,0,,,,,,training
CC(C)(C)SC(C)(C)C,,0,,,,,,test
Cn1sc2c(c1=O)CCC2,,,1,,1,,,valid
CC(O)CC(C)(C)O,0,0,0,,0,,0,training
CCC=CCCCCCC=O,,,,,,,1,training
CC(C)(C)c1ccccc1O,1,,,,,,1,training
CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,,0,,,,,,training
Clc1ccc(Cl)c(Cl)c1,1,1,1,1,1,0,1,training
O=C1NC(=O)c2ccccc21,0,,,1,0,,,training
CC(O)C#N,0,1,1,,,,,training
CCSC(=O)/C=C(C)/C=C/CC(C)CCCC(C)(C)OC,,,0,,,,,training
CCN(C)c1ccccc1,,,,,,,1,test
CSc1nc(NC(C)C)nc(NC(C)C)n1,0,,0,,1,1,,valid
Oc1cccc(I)c1,,,,,,,1,training
CP(=O)(O)CC[C@H](N)C(=O)O,,,,,0,,,training
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,1,1,,0,,,,training
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],,,1,,,,,training
COC(=O)Nc1nc2cc([S@+]([O-])c3ccccc3)ccc2[nH]1,,,1,,,,,training
c1ccc(-c2nc3ccccc3[nH]2)cc1,1,,,,,,,training
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0,,,,,,,training
CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,1,,,,,,,training
N#CC(Br)(Br)C(N)=O,1,1,1,,1,1,,test
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0,,,,,,,valid
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,1,,,,,,,training
O=C(O)CO,0,,,1,,,,training
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0,,1,,1,,,training
OCc1ccccc1Br,,,,,,,1,training
CCCCCCCCCCCC[N+](C)(C)[O-],1,,,0,,,,training
O=C(O)c1ccc(C(=O)O)cc1,0,,,,,,,training
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,1,,,,,,,training
Cc1cccc(CO)c1,,,,,,,1,training
O=S(=O)(F)F,1,,,,,,,test
CCCCC=CC(C)=O,,,,,,,1,valid
[N+]CCC[N+]CCCC[N+]CCC[N+],,0,,,,,,training
O=Cc1ccc(-c2ccccc2)cc1,,,,,,,1,training
CC(=O)c1ccc(C#N)cc1,,,,,,,1,training
C=C(C)CO,,,,,,,0,training
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,1,,0,,,,training
CCCCCCOC(C)OCCCCCC,1,,,,,,,training
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1,,,0,,,,training
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1,1,1,,1,,,training
C#CCC(C)O,,0,,,,,0,test
CCCCCCCCCCc1ccc(N)cc1,,1,,,,,,valid
ON=C1CCCCC1,0,0,,1,,,0,training
CC(C)SSC(C)C,,1,,,,,,training
CC(=O)Cl,,0,,,,,,training
NC(=O)Oc1ccccc1,,,,,,,1,training
CCCCCCCCCCCCC1=C(O)c2ccccc2C(=O)C1=O,1,,,,,,,training
CCCCCCOC(C)=O,,1,,,,,1,training
CCCCCCCCCCCCCCCCI,,,,,0,,,training
Nc1cc(F)c(F)cc1[N+](=O)[O-],,,,,,,1,training
CCCCCCCC,1,,,,,,,test
c1ccc2c(c1)Cc1ccccc1O2,0,,,,,,,valid
C=COC(=O)C(=C)C,,,,,,,0,training
CCCC(O)CO,,,,,,,0,training
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,,,0,,0,,,training
CC(O)C(c1ccccc1)c1ccccc1,,,,,,,1,training
Nc1ccc2ccccc2c1,1,,,0,,,,training
O=[N+]([O-])c1cc(Cl)cc(Cl)c1[N+](=O)[O-],,,,,,,1,training
C#CCO[S+]([O-])OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,,,1,,1,1,,training
O=Cc1ccco1,0,0,1,,1,0,,training
CC(Oc1ccc(Oc2ccc(C#N)cc2F)cc1)C(=O)O,0,,,,,,,test
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,0,,0,,0,0,,valid
COc1ccc([N+](=O)[O-])cc1O,,,,,0,,,training
CC(C)c1ccc(N)cc1,1,,,1,,,1,training
Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,0,,,,0,,,training
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1,1,,,,,,training
OCCCCCCCl,,,,,,,1,training
CCCCCCCCC=CCCCCCCCC(=O)[O-],0,,0,,0,,,training
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,,1,1,,1,,,training
c1ccc2c(c1)CCC2,,0,,,,,,training
CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,,0,,,,,,test
ClCC(Cl)Cl,0,0,,,,,,valid
Cc1c(N)cccc1O,,,,,,,0,training
Cc1ccc(Cl)c(N)c1Cl,,,,,,,1,training
O=Cc1ccc(O)c(O)c1,0,,,,,,1,training
CC(=O)c1ccc(O)cc1,0,,,,,,1,training
OC(CS)C(O)CS,0,,,,,,,training
CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,,,1,,1,1,,training
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,0,,0,,0,,,training
CCCCCC1CCC(=O)O1,,,,,,,1,training
NC(=O)c1cccnc1,0,,,,,,,test
CSC,0,,,,,,,valid
CC(=O)c1ccccc1,,0,,,,,1,training
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,,,,,1,,,training
C1CCOC1,,0,,,,,,training
C=CCN=C=S,,1,,,,,1,training
CC1CNCCN1,,0,,,,,,training
CC(=O)Oc1cccc2ccccc12,,,,,,,1,training
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,,,,,,,1,training
Nc1ccc(-c2ccc(N)cc2)cc1,1,0,,,1,,,training
CC(=O)CCc1ccc(OC(C)=O)cc1,,,0,,0,,,test
CCCCSCCCC,,,,,,,1,valid
CCSc1ccccc1,,,,,,,1,training
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,0,,0,,0,,,training
O=[N+]([O-])c1ccc(Br)cc1,,,,,,,1,training
CC(=O)Br,,0,,,,,,training
CC(C)CCCCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,,,0,,,,,training
Cc1cc(Cl)ccc1O,1,,1,,,,1,training
CP(=O)(O)CCC(N)C(=O)O,0,,0,,0,0,,training
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0,,,,,,,training
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1,,1,,,,,test
Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1,,,,,1,,,valid
CNC(=O)N(C)c1nc2ccccc2s1,0,,,,0,,,training
OCc1ccc(Cl)cc1,,,,,,,1,training
CNCC(O)CO,,,,,,,0,training
CC1(C)CON(Cc2ccccc2Cl)C1=O,0,,0,,0,0,,training
CCOC(=S)S,,,,,1,,,training
Cc1cc([N+](=O)[O-])ccc1Br,,,,,,,1,training
CC(O)CSS(C)(=O)=O,,,0,,0,,,training
Cc1cc(C(F)(F)F)nn1CC(=O)N1CCC(c2nc(C3=NOC(c4c(F)cccc4F)C3)cs2)CC1,,,,,1,,,training
CCC1CCC(=O)O1,,,,,,,0,test
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,,1,1,,1,1,,valid
CCNC(=O)NC(=O)/C(C#N)=N/OC,,,0,,,0,,training
Cc1ccc(N(C)C)cc1,,0,,,,,,training
Nc1nc(C2CC2)nc(C(=O)O)c1Cl,,,0,,0,0,,training
N#Cc1ccc(C/C(=N\NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,,,,,1,1,,training
c1cc(CCc2ccncc2)ccn1,,0,,,,,,training
CCc1ccc(Br)cc1,,,,,,,1,training
CCOC(=O)c1cccc(O)c1,,,,,,,1,training
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0,,,,,,,training
OCCN1CCOCC1,,0,,,,,,test
CCOC(=O)c1ccccc1C(=O)OCC,0,0,0,,0,0,,valid
O=c1cc[nH]c(=S)[nH]1,0,,,,,,,training
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1,,,,,,,training
CCCCCCCCCN,,1,,,,,1,training
Oc1ccc(C2CCCC2)cc1,,,,,,,1,training
CCOC(=O)CCC(=O)OCC,,0,,,,,0,training
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,1,,,,1,,,training
Clc1ccc(-c2ccc(Cl)cc2)cc1,1,,,,,,,training
CCN1C(=O)CC(=O)N(CC)C1=S,,0,,,,,,training
CCOC(=O)CC(C)=O,0,,,,,,,test
C=C1CC[C@H]2C[C@@H]1C2(C)C,,1,,,,,,valid
Nc1ccc(S(=O)(=O)O)cc1,,0,,,,,,training
NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,1,,1,,0,,,training
CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,,,,,1,,,training
OCc1ccoc1,,0,,,,,,training
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0,,,,,,,training
Nc1ccc(Cc2ccc(N)cc2)cc1,1,,,1,0,,,training
CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC,,0,1,,1,0,,training
O=Cc1cccc(O)c1O,,,,,,,1,training
Oc1ccc(F)c(Cl)c1,,,,,,,1,test
CNC(=O)Oc1cccc2c1OC(C)(C)C2,1,1,1,,1,1,,valid
CC(CNC(=S)S)NC(=S)S,,,,,1,,,training
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,0,,0,,0,0,,training
CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,1,,,,1,,,training
c1ccc(-c2cc3ccccc3[nH]2)cc1,1,,,,,,,training
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1,,1,,1,1,,training
O=C1c2ccccc2C(=O)N1CCCCBr,1,,,,,,,training
O=S(=O)(O)c1cccc(N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)c3ccccc23)c1,,1,,,,,,training
CCOC(=O)C(Cc1ccccc1)C(=O)OCC,,1,,,,,1,training
CCCCCCCCC#N,,1,,,,,1,test
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,1,,,,,,,valid
CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,,1,1,,1,,,training
CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C,1,,,,,,,training
COC(=O)c1cc(Cl)ccc1Cl,,0,,,,,1,training
OCc1ccccc1I,,,,,,,1,training
Nc1cc(Cl)cc(C(=O)O)c1Cl,0,,0,,0,,,training
CCCCCCCCCCC(C)c1ccc(S(=O)(=O)O)cc1,,1,1,,1,,,training
CCCCCCCCCCCCCN,,1,,,,,,training
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,,1,,,1,,,training
CC(=O)CC(C)=O,0,0,0,,0,,1,test
CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0,,,,,,,valid
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1,,,,,,,training
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,,,,,0,,,training
Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,1,,,,,,,training
Cc1cc(O)c(Cl)cc1C,,,,,,,1,training
Cc1ccc2ccc(C)cc2c1,1,,,0,,,,training
CCCCCOC(C)=O,,,,,,,1,training
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,1,,1,,1,1,,training
COc1nc(NC(=O)NS(=O)(=O)c2ccccc2C(F)(F)F)nc(C(F)(F)F)n1,,,,,0,,,training
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,1,,,,,,,test
O=C(Nc1ccccc1)c1ccccc1O,,1,,,,,,valid
COP(N)(=O)SC,1,,,,,,,training
Nc1c(S(=O)(=O)O)cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,,0,,,,,,training
CC1(C)NC(=O)NC1=O,,0,,,,,,training
O=c1cc(-c2ccccc2)oc2ccccc12,,1,,,,,,training
COP(=O)(OC)OC(C)=CC(=O)N(C)C,1,,1,,1,0,,training
Oc1cc(O)cc(O)c1,,,,,,,0,training
Nc1ccc([N+](=O)[O-])cc1,0,0,,,,,,training
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,0,,,,1,,,training
O=Cc1ccc([N+](=O)[O-])cc1,,0,,,,,1,test
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,1,,,,,,,valid
CC=C(C)C(C)=O,,,,,,,1,training
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,,,,,,,training
Cc1ccccc1F,,0,,,,,,training
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,,,,,,1,training
Nc1cc(F)c([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,1,training
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1,,1,,1,,,training
C(CCOCC1CO1)COCC1CO1,0,,,,,,,training
CCCCC(=O)c1ccccc1,,,,,,,1,training
CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,,,0,,,,,test
CC(C)(O)C(F)(F)C(F)F,,0,,,,,,valid
CCCCCCC=O,,,,,,,1,training
CCCC(CO)CCC,,,,,,,1,training
Cc1cc([N+](=O)[O-])ccc1N,,0,,,,,1,training
CCC#CC(O)CC,,,,,,,1,training
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,1,1,,1,,,training
O=Cc1c(F)cccc1Cl,,1,,,,,,training
CCOC(=O)CCC(=O)CCC(=O)OCC,,,,,,,0,training
C1CCCC1,0,,,,,,,training
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,1,,,,,,,test
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1[O-],,1,,,,,,valid
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,,,,,1,,,training
O=Cc1cc(Br)c(O)c(Br)c1,,,,,,,1,training
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,,,1,,1,,,training
CC(=O)c1cccc([N+](=O)[O-])c1,,,,,,,1,training
CCOC(=O)Nc1cccc(O)c1,0,,,,0,,,training
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,,,,,1,,,training
C/C=C/C=C/C,,0,,,,,,training
CCCCCCCCCCN,,,,,,,1,training
C=CCO,1,1,1,1,1,,0,test
CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],,,,,0,,,valid
Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)O)cc1,,,,,1,,,training
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,1,,1,,1,,,training
OCCCl,0,0,,,,,0,training
CC(CCO)c1ccccc1,,,,,,,1,training
CCOP(=O)(SC(C)CC)SC(C)CC,1,,1,,1,,,training
C=C(C)c1ccc(O)cc1,1,,,1,,,,training
Fc1ccccc1,0,,,,,,,training
OCC(Cl)Cl,,,,,,,0,training
CC(C)=NO,,,,,,,0,test
OCCS,1,,,,,,,valid
CCC=CC=CC=O,,,,,,,1,training
CCCC(C(=O)OCC)C(=O)OCC,,,,,,,1,training
CCOC(=O)CC(=O)C(C)(C)C(=O)OCC,,,,,,,1,training
c1ccc(SSc2ccccc2)cc1,1,1,,,,,,training
CCOC(=O)CCCCCCCCC(=O)OCC,,1,,,,,1,training
O=C(CBr)C(=O)CBr,,,,,,,1,training
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,,,,,,,1,training
O=S(=O)([O-])c1ccc(Br)cc1,0,,,,,,,training
O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,,1,,,,,1,test
NC(=O)C(Cl)Cl,,0,,,,,,valid
O=[N+]([O-])c1cccc(O)c1,,,,,,,1,training
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4=C3C=CC12C,1,,,,,,,training
CCN(Cc1ccc(Cl)nc1)/C(=C\[N+](=O)[O-])NC,,,,,0,,,training
O=C(OCCO)c1ccccc1O,,,,,,,1,training
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,0,,,,,,,training
CCCCCCC#CC(=O)OC,,,,,,,1,training
CCCCCCCCc1ccc(O)cc1,1,,,0,,,,training
CC(C)[C@@H](NC(=O)O)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,,,,,1,,,training
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,,,,,,,1,test
C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0,,,,,,,valid
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,,0,,,,,,training
CCc1ccc(CO)cc1,,,,,,,1,training
Cc1ccc(C=O)cc1,,,,,,,1,training
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,,,1,,1,1,,training
CNC(=O)ON=C(SC)C(=O)N(C)C,1,1,,,,,,training
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,1,1,,0,,,,training
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0,,0,,0,,,training
OCCCBr,,,,,,,0,training
C=C(C)C(=O)OC,0,0,0,,,,0,test
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-])cc1,,,,1,,,,valid
CCC(C)c1ccc(N)cc1,,,,,,,1,training
CCCCOC(=O)CCC(=O)OCCCC,,1,,,,,1,training
CCCCS(=O)(=O)CCCC,,,,,,,1,training
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0,,,,,,,training
Oc1c(Cl)cc(Cl)cc1Cl,1,1,1,,1,,1,training
CCCCCCCC[C@H](Cl)[C@H](Cl)CCCCCCCC(=O)O,,,,,1,,,training
Cc1ccc(O)c(C)c1,1,0,1,1,1,0,1,training
COC(=O)c1ccccc1N,,,1,,0,,,training
Cc1cc(Cl)c([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,1,test
CCCC(=O)c1ccccc1,,,,,,,1,valid
CC1(C)CC(=O)CC(=O)C1,,0,,,,,,training
Cc1ccc(N)c([N+](=O)[O-])c1,,0,,,,,1,training
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0,,,,,,,training
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0,,,,,,,training
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,,,0,,,,,training
C#CC=CCO,,,,,,,0,training
O=c1[nH]c(=O)[nH]c(=O)[nH]1,0,,1,,,,,training
CC(C)C(C)N,,0,,,,,0,training
CC=C(C)C=O,,,,,,,1,test
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0,1,0,,0,,,valid
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,1,,,,1,,,training
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0,,,1,,,,training
N#CC1=CCCCC1,0,,,,,,,training
COc1ccccc1Cl,,,,,,,1,training
O=C1C=CC(=Nc2ccc3[nH]c4ccccc4c3c2)C=C1,,0,,,,,,training
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,1,,,,,,training
BrCC1CCCCO1,,0,,,,,,training
Cc1ccc(N)cc1Cl,1,,0,,1,,1,training
Sc1nc2cc(Cl)ccc2s1,,1,,,,,,test
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0,,,,,,,valid
CC(C)=C1OC(=O)N(c2cc(OC3CCCC3)c(Cl)cc2F)C1=O,0,,,,,,,training
C=C[C@@](C)(O)CC[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C,,1,,,,,,training
CCCCOC(=O)COc1ccc(Cl)cc1Cl,,,1,,1,,,training
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1,1,1,,1,,,training
O=CC#Cc1ccccc1,,,,,,,1,training
CCNC(=S)Nc1ccccc1,0,,,,,,,training
CCCCC#CCO,,,,,,,1,training
CCC(C)c1ccc(O)cc1,1,,,1,,,,training
O=c1[nH]cc(F)c(=O)[nH]1,0,,,,,,,test
CN(C)C(=S)[S-],1,1,,,,,,valid
CO[P@](=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,,,,,1,,,training
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0,,,,,,,training
CC/C=C/CCO,,0,,,,,,training
Cc1ccc(N)c(S(=O)(=O)O)c1,0,,,,,,,training
O=C(O)COC1CCC(Cl)CC1Cl,,,,,0,,,training
CCCCOC(=O)C=Cc1ccccc1,,,,,,,1,training
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,,,,1,,,,training
O=C1C=Cc2ccccc2C1=O,,,,,,,1,training
O=Cc1cccc(Br)c1,,,,,,,1,test
O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,,,,,,,1,valid
N#CCc1ccc(O)cc1,,,,,,,1,training
N#Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,,,,,,1,training
CCCOc1nc2ccc(I)cc2c(=O)n1CCC,,,,,1,,,training
Cc1ccc([N+](=O)[O-])cc1C,0,,,,,,1,training
O=C(c1ccccc1)c1ccc(O)cc1O,,,,,,,1,training
CCOc1ccc(C(=O)OC)cc1,,,,,,,1,training
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,1,,,,,,,training
O=C(c1ccccc1)c1ccc(Cl)cc1,,,,,,,1,training
CC=CC(=O)OCCCC,,,,,,,1,test
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,,,1,,1,,,valid
Cn1sccc1=O,,,1,,1,,,training
c1ccc(Nc2cccc3ccccc23)cc1,1,,,,,,,training
Oc1ccc(F)cc1F,,,,,,,1,training
C=CC(=C)C,1,0,0,,,,,training
CCSCCSP(=S)(OC)OC,,,,,1,,,training
NC(=O)c1ccc([N+](=O)[O-])cc1,,0,,,,,1,training
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,,,,,1,,,training
c1ccc(C2CO2)cc1,1,1,,1,,,,training
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1,1,1,,1,1,,test
c1ccc(CN2CCNCC2)cc1,,0,,,,,,valid
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,,0,,,,,,training
CC1=CC[C@@H]2C[C@H]1C2(C)C,,1,,,,,,training
CC(=O)C=Cc1ccccc1,0,,,,,,,training
CC1=CCC(=C(C)C)CC1,1,1,,,,,,training
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,1,,,,,,,training
CC(C)c1ccccc1O,,,,,,,1,training
O=[N+]([O-])/C=C1/NCCCS1,,,0,,0,,,training
CCC(C)C(N)CO,,,,,,,0,training
O=C1C=CC(=O)C=C1,,,,,1,,,test
O=C(O)COC(=O)c1cc(Oc2ccc(C(F)F)cc2Cl)ccc1[N+](=O)[O-],,,,,0,,,valid
CC(C)N(CCO)C(C)C,,0,,,,,,training
CNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,,1,,,,,,training
CCOc1cc(NC(C)=O)ccc1C(=O)OC,0,,,,,,,training
Cc1ccc(O)cc1[N+](=O)[O-],,,,,,,1,training
CCC12COCN1COC2,,,0,,0,,,training
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,1,,,,,,,training
O=CC(O)C(O)C(O)C(O)CO,,,,,0,,,training
C#CC(C)(O)CC,,0,0,,0,,0,training
CN(C)N,1,1,,,,,,test
COc1nn(C(=O)NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,0,,0,,0,,,valid
CCOC(=O)[C@H](C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,,0,,,,,,training
c1ccc2[nH]ccc2c1,1,,,,,,,training
O=C(O)CCCCCC(=O)O,,,,,,,0,training
NNC(=O)CCCCC(=O)NN,,,,,,,0,training
CC(CCO)CCO,0,,,,,,,training
C=CCCCCO,,,,,,,0,training
Cc1c([N+](=O)[O-])ccc([N+](=O)[O-])c1[N+](=O)[O-],1,1,,,,,,training
CCCCc1c(C)nc(NCC)[nH]c1=O,0,,,,0,,,training
COC(=O)c1ccc(I)cc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,0,,0,0,,test
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,,,1,,1,,,valid
O=Cc1cccc(Cl)c1,,,,,,,1,training
COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,0,,,,,,,training
ClC(Cl)(Cl)c1ccccc1,0,,,,,,,training
CCC(C)(O)c1ccccc1,,,,,,,1,training
CN(C(=O)CF)c1cccc2ccccc12,,,1,,,,,training
Cn1sc(Cl)cc1=O,,,1,,1,1,,training
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1,1,,,,,,training
